#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DD_01;Orbital Shipyards;;;;;;;;;;;;;x
DD_01_desc;Orbital Shipyards allow the construction of larger vessels that simply cannot be constructed in a gravity well.;;;;;;;;;;;;;x
DD_02;Orbital Drydock;;;;;;;;;;;;;x
DD_02_desc;An orbital drydock allows the refit and upgrade of destroyers in an incremental fashion allowing vessels to stay current and increasing the number of vessels a local star system can support.;;;;;;;;;;;;;x
DD_03;Local Destroyer Garrison;;;;;;;;;;;;;x
DD_03_desc;A military transport station dedicated to the maintence and supply of light patrol ships across the system, the local garrison allows friendly ships to refuel, resupply, and rearm between missions to keep commerce safe, system-wide.;;;;;;;;;;;;;x
DD_04;;;;;;;;;;;;;;x
DD_04_desc;;;;;;;;;;;;;;x
DD_05;;;;;;;;;;;;;;x
DD_05_desc;;;;;;;;;;;;;;x
