#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
FL_01_ca;Fighter Hangar;;;;;;;;;;;;;x
FL_01_ct;Fighter Hangar;;;;;;;;;;;;;x
FL_01_tp;Fighter Hangar;;;;;;;;;;;;;x
FL_01_desc;This small hangar is used to store the few fighters of the local militia. These fighters are used for local law enforcement and to deter the casual pirate.;;;;;;;;;;;;;x
FL_02_ca;Expanded Fighter Hangar;;;;;;;;;;;;;x
FL_02_ct;Expanded Fighter Hangar;;;;;;;;;;;;;x
FL_02_tp;Expanded Fighter Hangar;;;;;;;;;;;;;x
FL_02_desc; This expanded fighter hangar now stores more squadrons allowing system authorities to more readily respond to threats.;;;;;;;;;;;;;x
FL_03_ca;Heavy Fighter Hangar;;;;;;;;;;;;;x
FL_03_ct;Heavy Fighter Hangar;;;;;;;;;;;;;x
FL_03_tp;Heavy Fighter Hangar;;;;;;;;;;;;;x
FL_03_desc; Heavy Fighter is a misnomer. Heavy Fighter Hangars allow for denser deployments due to launch mechanic refinements and fighter design optimizations.;;;;;;;;;;;;;x
FL_04_ca;Fighter Operations Command;;;;;;;;;;;;;x
FL_04_ct;Fighter Operations Command;;;;;;;;;;;;;x
FL_04_tp;Fighter Operations Command;;;;;;;;;;;;;x
FL_04_desc;With rapidly expanding defense committments, a central location to coordinate defensive actions is now necessary.;;;;;;;;;;;;;x
FL_05_ca;Superscale Launch Facility;;;;;;;;;;;;;x
FL_05_ct;Superscale Launch Facility;;;;;;;;;;;;;x
FL_05_tp;Superscale Launch Facility;;;;;;;;;;;;;x
FL_05_desc; This large facility allows the massive rapid deployment and rearmament of multiple squadrons simultaneously.;;;;;;;;;;;;;x
