#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
TOOLTIP_EMPLOYMENT_COOLDOWN_EXPIRED;Has not hired any new courtiers in the last 180 days.;;;;;;;;;;;;;x
employ_new_diplomat;Hire New Diplomatic Advisor;;;;;;;;;;;;;x
employ_new_diplomat_desc;Hire an experienced diplomat to serve you as an advisor.;;;;;;;;;;;;;x
employ_new_soldier;Hire New Military Advisor;;;;;;;;;;;;;x
employ_new_soldier_desc;Invite an experienced military officer to serve you as an advisor.;;;;;;;;;;;;;x
employ_new_steward;Hire New Financial Advisor;;;;;;;;;;;;;x
employ_new_steward_desc;Invite an experienced financial expert to serve you as an advisor.;;;;;;;;;;;;;x
employ_new_intriguer;Hire New Intelligence Advisor;;;;;;;;;;;;;x
employ_new_intriguer_desc;Invite an experienced intelligence officer to serve you as an advisor.;;;;;;;;;;;;;x
employ_new_priest;Hire New Scientific Advisor;;;;;;;;;;;;;x
employ_new_priest_desc;Invite an experienced scientist to serve you as an advisor.;;;;;;;;;;;;;x
