#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
job_chancellor;Secretary of State;;;;;;;;;;;;;x
job_marshal;Secretary of Defense;;;;;;;;;;;;;x
job_treasurer;Secretary of Development;;;;;;;;;;;;;x
job_spymaster;Secretary of Intelligence;;;;;;;;;;;;;x
job_spiritual;Secretary of Research;;;;;;;;;;;;;x
emperor;Emperor;;;;;;;;;;;;;x
emperor_female;Empress;;;;;;;;;;;;;x
emperor_foa;Your Majesty;;;;;;;;;;;;;x
empire_of;Empire of;;;;;;;;;;;;;x
empire;Empire;;;;;;;;;;;;;x
empires;Empires;;;;;;;;;;;;;x
king;Grand Admiral;;;;;;;;;;;;;x
king_female;Grand Admiral;;;;;;;;;;;;;x
king_foa;Sir;;;;;;;;;;;;;x
king_foa_female;Ma'am;;;;;;;;;;;;;x
kingdom_of;Military State of;;;;;;;;;;;;;x
kingdom;Military State;;;;;;;;;;;;;x
kingdoms;Military States;;;;;;;;;;;;;x
duke;Fleet Admiral;;;;;;;;;;;;;x
duke_female;Fleet Admiral;;;;;;;;;;;;;x
duke_foa;Sir;;;;;;;;;;;;;x
duke_foa_female;Ma'am;;;;;;;;;;;;;x
duchy_of;Sector Command;;;;;;;;;;;;;x
duchy;Sector Command;;;;;;;;;;;;;x
duchies;Sector Commands;;;;;;;;;;;;;x
count;Admiral;;;;;;;;;;;;;x
count_female;Admiral;;;;;;;;;;;;;x
count_foa;Sir;;;;;;;;;;;;;x
count_foa_female;Ma'am;;;;;;;;;;;;;x
county_of;Star System;;;;;;;;;;;;;x
county;Star System;;;;;;;;;;;;;x
counties;Star Systems;;;;;;;;;;;;;x
baron;Commander;;;;;;;;;;;;;x
baron_female;Commander;;;;;;;;;;;;;x
baron_foa;Sir;;;;;;;;;;;;;x
baron_foa_female;Ma'am;;;;;;;;;;;;;x
barony_of;Fortress World;;;;;;;;;;;;;x
barony;Fortress World;;;;;;;;;;;;;x
baronies;Fortress Worlds;;;;;;;;;;;;;x
city_emperor;President;;;;;;;;;;;;;x
city_emperor_female;President;;;;;;;;;;;;;x
city_emperor_foa;Mister President;;;;;;;;;;;;;x
city_emperor_foa_female;Madam President;;;;;;;;;;;;;x
city_empire_of;Confederation of;;;;;;;;;;;;;x
city_empire;Confederation;;;;;;;;;;;;;x
city_empires;Confederations;;;;;;;;;;;;;x
city_king;President;;;;;;;;;;;;;x
city_king_female;President;;;;;;;;;;;;;x
city_king_foa;Mister President;;;;;;;;;;;;;x
city_king_foa_female;Madam President;;;;;;;;;;;;;x
city_kingdom_of;Republic of;;;;;;;;;;;;;x
city_kingdom;Republic;;;;;;;;;;;;;x
city_kingdoms;Republics;;;;;;;;;;;;;x
city_duke;Sector Governor;;;;;;;;;;;;;x
city_duke_female;Sector Governor;;;;;;;;;;;;;x
city_duke_foa;Mister Governor;;;;;;;;;;;;;x
city_duke_foa_female;Madam Governor;;;;;;;;;;;;;x
city_duchy_of;Sector;;;;;;;;;;;;;x
city_duchy;Sector;;;;;;;;;;;;;x
city_duchies;Sectors;;;;;;;;;;;;;x
city_count;Governor;;;;;;;;;;;;;x
city_count_female;Governor;;;;;;;;;;;;;x
city_count_foa;Sir;;;;;;;;;;;;;x
city_count_foa_female;Ma'am;;;;;;;;;;;;;x
city_county_of;Star System;;;;;;;;;;;;;x
city_county;Star System;;;;;;;;;;;;;x
city_counties;Star Systems;;;;;;;;;;;;;x
city_baron;Governor;;;;;;;;;;;;;x
city_baron_female;Governor;;;;;;;;;;;;;x
city_baron_foa;Sir;;;;;;;;;;;;;x
city_baron_foa_female;Ma'am;;;;;;;;;;;;;x
city_barony_of;Planet;;;;;;;;;;;;;x
city_barony;Planet;;;;;;;;;;;;;x
city_baronies;Planets;;;;;;;;;;;;;x
temple_emperor;Director-General;;;;;;;;;;;;;x
temple_emperor_female;Director-General;;;;;;;;;;;;;x
temple_emperor_foa;Mister Director;;;;;;;;;;;;;x
temple_emperor_foa_female;Madam Director;;;;;;;;;;;;;x
temple_empire_of;Grand Directorate of;;;;;;;;;;;;;x
temple_empire;Grand Directorate;;;;;;;;;;;;;x
temple_empires;Grand Directorates;;;;;;;;;;;;;x
temple_king;Director-General;;;;;;;;;;;;;x
temple_king_female;Director-General;;;;;;;;;;;;;x
temple_king_foa;Mister Director;;;;;;;;;;;;;x
temple_king_foa_female;Madam Director;;;;;;;;;;;;;x
temple_kingdom_of;Directorate of;;;;;;;;;;;;;x
temple_kingdom;Directorate;;;;;;;;;;;;;x
temple_kingdoms;Directorates;;;;;;;;;;;;;x
temple_duke;Sector Administrator;;;;;;;;;;;;;x
temple_duke_female;Sector Administrator;;;;;;;;;;;;;x
temple_duke_foa;Mister Administrator;;;;;;;;;;;;;x
temple_duke_foa_female;Madam Administrator;;;;;;;;;;;;;x
temple_duchy_of;Sector;;;;;;;;;;;;;x
temple_duchy;Sector;;;;;;;;;;;;;x
temple_duchies;Sectors;;;;;;;;;;;;;x
temple_count;System Administrator;;;;;;;;;;;;;x
temple_count_female;System Administrator;;;;;;;;;;;;;x
temple_count_foa;Sir;;;;;;;;;;;;;x
temple_count_foa_female;Ma'am;;;;;;;;;;;;;x
temple_county_of;Star System;;;;;;;;;;;;;x
temple_county;Star System;;;;;;;;;;;;;x
temple_counties;Star Systems;;;;;;;;;;;;;x
temple_baron;Administrator;;;;;;;;;;;;;x
temple_baron_female;Administrator;;;;;;;;;;;;;x
temple_baron_foa;Sir;;;;;;;;;;;;;x
